priority_score,issuer_cik,issuer_name,tickers,exchanges,sic,country,fpi_evidence,financing_filing_count,f1_f3_424_count,financing_forms,latest_financing_date,small_cap_proxy,record_type,weiss_gate_status,post_act_section16_count,weiss_post_act_count,weiss_gate_evidence
13,0001935418,Foremost Clean Energy Ltd.,FMST; FMSTW,Nasdaq,1090,"British Columbia, Canada",20-F; 6-K,4,2,424B3(1); EFFECT(2); F-3(1),2025-08-08,financing_intensity,universe_never_filer,,0,,
12,0001817740,Austin Gold Corp.,AUST,NYSE,1040,"British Columbia, Canada",20-F; 6-K,3,2,424B3(1); EFFECT(1); F-3(1),2026-07-08,financing_intensity,universe_never_filer,,0,,
12,0001791863,Brookfield Renewable Corp,BEPC,NYSE,4911,NY,20-F; 6-K,3,2,424B3(1); 424B5(1); EFFECT(1),2026-01-13,financing_intensity,universe_never_filer,,0,,
12,0001945415,HUHUTECH International Group Inc.,HUHU,Nasdaq,3360,China,20-F; 6-K,3,2,424B5(1); EFFECT(1); F-3(1),2026-03-30,financing_intensity,universe_never_filer,,0,,
12,0001905511,JE Cleantech Holdings Ltd,JCSE,Nasdaq,3990,Singapore,20-F; 6-K,3,2,EFFECT(1); F-1(1); F-1/A(1),2025-02-26,financing_intensity,universe_never_filer,,0,,
12,0001876766,Lichen International Ltd,LICN,Nasdaq,8742,China,20-F; 6-K,3,2,424B5(1); EFFECT(1); F-3(1),2025-12-10,financing_intensity,universe_never_filer,,0,,
12,0001776067,Oriental Culture Holding LTD,OCG,Nasdaq,7380,Cayman Islands,20-F; 6-K,3,2,424B5(1); EFFECT(1); F-3(1),2026-06-09,financing_intensity,universe_never_filer,,0,,
12,0000863064,RIO TINTO PLC,RIO,NYSE,1000,United Kingdom,20-F; 6-K,3,2,424B2(1); 424B5(1); EFFECT(1),2025-03-27,financing_intensity,universe_never_filer,,0,,
12,0001743340,Token Cat Ltd,TC,Nasdaq,7389,China,20-F; 6-K,3,2,EFFECT(1); F-1/A(1); F-3(1),2026-01-07,financing_intensity,universe_never_filer,,0,,
12,0001370416,WESTPORT FUEL SYSTEMS INC.,WPRT,Nasdaq,3510,"British Columbia, Canada",20-F; 40-F; 6-K,3,2,424B5(1); EFFECT(1); F-3(1),2026-06-23,financing_intensity,universe_never_filer,,0,,
12,0001941506,"ZJK Industrial Co., Ltd.",ZJK,Nasdaq,3452,Cayman Islands,20-F; 6-K,3,2,EFFECT(1); F-3(1); F-3/A(1),2026-03-27,financing_intensity,universe_never_filer,,0,,
12,0001687451,"ZK International Group Co., Ltd.",ZKIN,Nasdaq,3490,China,20-F; 6-K,3,2,EFFECT(1); F-3(1); F-3/A(1),2026-03-11,financing_intensity,universe_never_filer,,0,,
11,0002109429,AIR Ltd,,,,Jersey,6-K,3,2,424B3(2); EFFECT(1),2026-05-12,financing_intensity,universe_never_filer,,0,,
11,0001898416,Alvotech,ALVO; ALVOW,Nasdaq,2836,Luxembourg,20-F; 6-K,2,2,424B5(2),2026-06-16,financing_intensity,universe_never_filer,,0,,
11,0001243429,ArcelorMittal,MT,NYSE,3312,Luxembourg,20-F; 6-K,2,2,424B5(2),2026-05-13,financing_intensity,universe_never_filer,,0,,
11,0001796514,BTC Digital Ltd.,BTCT,Nasdaq,6199,Cayman Islands,20-F; 6-K,2,2,424B5(2),2025-07-16,financing_intensity,universe_never_filer,,0,,
11,0000835403,DIAGEO PLC,DEO,NYSE,2080,United Kingdom,20-F; 6-K,2,2,424B5(2),2025-04-11,financing_intensity,universe_never_filer,,0,,
11,0001648416,Ferrari N.V.,RACE,NYSE,3711,Italy,20-F; 6-K,2,2,424B7(2),2025-02-27,financing_intensity,universe_never_filer,,0,,
11,0001131399,GSK plc,GLAXF; GSK,NYSE; OTC,2834,United Kingdom,20-F; 6-K,2,2,424B2(2),2025-03-10,financing_intensity,universe_never_filer,,0,,
11,0001814963,Intelligent Living Application Group Inc.,ILAG,Nasdaq,2540,Hong Kong,20-F; 6-K,2,2,424B5(2),2025-02-26,financing_intensity,universe_never_filer,,0,,
11,0001715925,MindWalk Holdings Corp.,HYFT,Nasdaq,2834,"British Columbia, Canada",20-F; 6-K,2,2,424B5(1); F-3(1),2026-07-13,financing_intensity,universe_never_filer,,0,,
11,0001004315,NATIONAL GRID PLC,NEWEN; NGG; NGGTF; NMKBP; NMKCP; NMPWP,NYSE; OTC,4922,United Kingdom,20-F; 6-K,2,2,424B5(2),2026-06-05,financing_intensity,universe_never_filer,,0,,
11,0001437424,POET TECHNOLOGIES INC.,POET,Nasdaq,3674,"Ontario, Canada",20-F; 6-K,2,2,424B5(2),2026-05-18,financing_intensity,universe_never_filer,,0,,
11,0001771885,Quantum Biopharma Ltd.,QNTM,Nasdaq,2834,"Ontario, Canada",20-F; 6-K,2,2,424B5(2),2025-12-22,financing_intensity,universe_never_filer,,0,,
11,0000929869,RELX PLC,RELX,NYSE,7389,United Kingdom,20-F; 6-K,2,2,424B2(2),2025-03-26,financing_intensity,universe_never_filer,,0,,
11,0000887028,RIO TINTO LTD,RTNTF,OTC,1000,Australia,20-F; 6-K,2,2,424B2(1); 424B5(1),2025-03-13,financing_intensity,universe_never_filer,,0,,
11,0001121404,Sanofi,SNY,Nasdaq,2834,France,20-F; 6-K,2,2,424B5(2),2025-10-29,financing_intensity,universe_never_filer,,0,,
11,0001936804,SunCar Technology Group Inc.,SDA; SDAWW,Nasdaq,7500,China,20-F; 6-K,2,2,424B5(2),2025-02-06,financing_intensity,universe_never_filer,,0,,
11,0001941189,Tian'an Technology Group Ltd,,,3621,China,20-F; 6-K,3,2,EFFECT(1); F-1(1); F-1/A(1),2026-06-02,financing_intensity,universe_never_filer,,0,,
11,0000879764,TotalEnergies SE,TTE,NYSE,1311,France,20-F; 6-K,2,2,424B5(2),2026-01-08,financing_intensity,universe_never_filer,,0,,
11,0002046954,Ultratrex Inc.,,,3531,Singapore,20-F,3,2,EFFECT(1); F-1(1); F-1/A(1),2025-09-30,financing_intensity,universe_never_filer,,0,,
11,0000839923,VODAFONE GROUP PUBLIC LTD CO,VOD,Nasdaq,4812,,20-F; 6-K,2,2,424B2(1); 424B5(1),2026-06-17,financing_intensity,universe_never_filer,,0,,
10,0001087911,DIAGEO INVESTMENT CORP,,,2080,CT,6-K,2,2,424B5(2),2025-04-11,financing_intensity,universe_never_filer,,0,,
10,0001224462,GLAXOSMITHKLINE CAPITAL INC,,,2834,DE,6-K,2,2,424B2(2),2025-03-10,financing_intensity,universe_never_filer,,0,,
10,0001224544,GLAXOSMITHKLINE CAPITAL PLC,,,2834,United Kingdom,6-K,2,2,424B2(2),2025-03-10,financing_intensity,universe_never_filer,,0,,
10,0001809158,Kuke Music Holding Ltd,,,8200,China,20-F; 6-K,2,2,424B5(2),2025-06-04,financing_intensity,universe_never_filer,,0,,
10,0000719245,WESTPAC BANKING CORP,,,6029,Australia,20-F; 6-K,2,2,424B5(2),2025-06-26,financing_intensity,universe_never_filer,,0,,
8,0001628808,Profound Medical Corp.,PROF,Nasdaq,3841,"Ontario, Canada",6-K,3,1,424B5(1); EFFECT(2),2026-05-19,financing_intensity,universe_never_filer,,0,,
8,0001075124,THOMSON REUTERS CORP /CAN/,TMSOF; TRI,Nasdaq; OTC,2741,"Ontario, Canada",40-F; 6-K,3,1,424B3(1); EFFECT(2),2025-04-03,financing_intensity,universe_never_filer,,0,,
7,0001957489,Able View Global Inc.,ABLV; ABLVW,Nasdaq,5960,Cayman Islands,20-F; 6-K,2,1,EFFECT(1); F-3(1),2025-02-27,financing_intensity,universe_never_filer,,0,,
7,0000003124,AKZO NOBEL NV,AKZOY,OTC,2800,,6-K,2,1,424B3(1); EFFECT(1),2026-06-24,financing_intensity,universe_never_filer,,0,,
7,0001286973,Americas Gold & Silver Corp,USAS,NYSE,1000,"Ontario, Canada",40-F; 6-K,2,1,EFFECT(1); F-3(1),2026-02-06,financing_intensity,universe_never_filer,,0,,
7,0001071371,BANCOLOMBIA SA,,,6029,Colombia,20-F; 6-K,3,1,424B3(1); EFFECT(2),2025-05-19,financing_intensity,universe_never_filer,,0,,
7,0001788348,Brookfield Infrastructure Corp,BIPC,NYSE,4923,NY,20-F; 6-K,2,1,424B5(1); EFFECT(1),2025-11-20,financing_intensity,universe_never_filer,,0,,
7,0001604481,CMB.TECH NV,CMBT,NYSE,4412,Belgium,20-F; 6-K,2,1,424B2(1); EFFECT(1),2025-07-16,financing_intensity,universe_never_filer,,0,,
7,0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,FRFHF,OTC,6331,"Ontario, Canada",40-F; 6-K,2,1,424B3(1); EFFECT(1),2025-03-26,financing_intensity,universe_never_filer,,0,,
7,0002053229,Flybondi Ltd,,,4512,United Kingdom,6-K,3,1,424B3(1); EFFECT(2),2025-03-07,financing_intensity,universe_never_filer,,0,,
7,0002113060,IQM Quantum Computers Oyj,IQMX; IQMXW,Nasdaq,7372,Finland,6-K,2,1,424B3(1); EFFECT(1),2026-06-05,financing_intensity,universe_never_filer,,0,,
7,0001745114,MOLECULAR PARTNERS AG,MOLN,Nasdaq,2836,Switzerland,20-F; 6-K,2,1,EFFECT(1); F-3(1),2025-04-24,financing_intensity,universe_never_filer,,0,,
7,0001848275,TOP Financial Group Ltd,TOP,Nasdaq,6200,Cayman Islands,20-F; 6-K,2,1,424B5(1); EFFECT(1),2026-06-23,financing_intensity,universe_never_filer,,0,,
7,0001964630,Vast Renewables Ltd,,,3433,Australia,6-K,3,1,424B3(1); EFFECT(2),2025-05-30,financing_intensity,universe_never_filer,,0,,
6,0001113423,COSCIENS Biopharma Inc.,CSCIF,OTC,2844,"Ontario, Canada",20-F; 6-K,5,0,EFFECT(5),2026-03-18,unscored,universe_never_filer,,0,,
6,0001781446,Gauzy Ltd.,GAUZ,Nasdaq,3690,Israel,20-F; 6-K,1,1,F-3(1),2025-07-03,financing_intensity,universe_never_filer,,0,,
6,0001421876,Lakefront Biotherapeutics NV,LKFT,Nasdaq,2834,Belgium,20-F; 6-K,1,1,424B3(1),2026-05-08,financing_intensity,universe_never_filer,,0,,
6,0001347408,SES S.A.,,,4899,Luxembourg,20-F; 6-K,2,1,424B3(1); EFFECT(1),2025-05-15,financing_intensity,universe_never_filer,,0,,
6,0002079364,Veraxa Biotech AG,,,2834,Switzerland,6-K,2,1,424B3(1); EFFECT(1),2026-02-19,financing_intensity,universe_never_filer,,0,,
6,0001742770,"Viomi Technology Co., Ltd",VIOT,Nasdaq,3630,Cayman Islands,20-F; 6-K,1,1,F-3(1),2026-07-09,financing_intensity,universe_never_filer,,0,,
6,0001904501,Zentek Ltd.,ZTEK,Nasdaq,2890,"Ontario, Canada",40-F; 6-K,1,1,424B5(1),2025-03-03,financing_intensity,universe_never_filer,,0,,
5,0001782999,PureTech Health plc,,,2834,MA,20-F; 6-K,1,1,424B3(1),2026-05-21,financing_intensity,universe_never_filer,,0,,
4,0001799983,Global Blue Group Holding AG,,,7374,Switzerland,20-F; 6-K,4,0,EFFECT(4),2025-08-13,unscored,universe_never_filer,,0,,
4,0001984014,Harrison Global Holdings Inc.,BLMZF,None,7819,NY,20-F; 6-K,3,0,EFFECT(3),2025-04-24,unscored,universe_never_filer,,0,,
4,0001915403,SatixFy Communications Ltd.,,,3663,Israel,20-F; 6-K,4,0,EFFECT(4),2025-07-03,unscored,universe_never_filer,,0,,
4,0002019061,South Bow Corp,SOBO,NYSE,4610,Canada (Federal Level),40-F; 6-K,3,0,EFFECT(3),2025-07-31,unscored,universe_never_filer,,0,,
3,0000718940,BCE INC,BCE,NYSE,4813,,40-F; 6-K,2,0,EFFECT(2),2026-04-07,unscored,universe_never_filer,,0,,
3,0001937926,Brookfield Asset Management Ltd.,BAM,NYSE,6282,NY,6-K,2,0,EFFECT(2),2026-02-19,unscored,universe_never_filer,,0,,
3,0001950246,MAC Copper Ltd,,,1000,Jersey,20-F; 6-K,3,0,EFFECT(3),2025-11-21,unscored,universe_never_filer,,0,,
3,0001751912,NERVGEN PHARMA CORP.,NGEN,Nasdaq,2834,"British Columbia, Canada",40-F; 6-K,2,0,EFFECT(2),2026-05-26,unscored,universe_never_filer,,0,,
2,0001178819,ALAMOS GOLD INC,AGI,NYSE,1040,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-08-12,unscored,universe_never_filer,,0,,
2,0001806905,ALE Group Holding Ltd,ALEH,None,8742,Hong Kong,20-F,1,0,EFFECT(1),2025-12-31,unscored,universe_never_filer,,0,,
2,0001670061,Almonty Industries Inc.,ALM,Nasdaq,1000,MT,40-F; 6-K,1,0,EFFECT(1),2025-07-11,unscored,universe_never_filer,,0,,
2,0001841675,Argo Blockchain Plc,ARBK,Nasdaq,6199,United Kingdom,20-F; 6-K,1,0,EFFECT(1),2025-12-11,unscored,universe_never_filer,,0,,
2,0000316888,AVINO SILVER & GOLD MINES LTD,ASM,NYSE,1000,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-05-28,unscored,universe_never_filer,,0,,
2,0001453015,Ballard Power Systems Inc.,BLDP,Nasdaq,3620,,40-F; 6-K,1,0,EFFECT(1),2025-06-12,unscored,universe_never_filer,,0,,
2,0001027552,BANCO SANTANDER CHILE,BSAC,NYSE,6029,Chile,20-F; 6-K,1,0,EFFECT(1),2025-08-05,unscored,universe_never_filer,,0,,
2,0000756894,BARRICK MINING CORP,B,NYSE,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-05-09,unscored,universe_never_filer,,0,,
2,0000225090,BELL CANADA,,,4813,"Quebec, Canada",6-K,2,0,EFFECT(2),2026-04-07,unscored,universe_never_filer,,0,,
2,0001732379,Blue Moon Metals Inc.,BMM,Nasdaq,1000,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2026-02-20,unscored,universe_never_filer,,0,,
2,0001001085,BROOKFIELD Corp /ON/,BN; BNH; BNJ,NYSE,6512,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2026-01-16,unscored,universe_never_filer,,0,,
2,0001821866,BTQ Technologies Corp.,BTQ,Nasdaq,7370,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-09-29,unscored,universe_never_filer,,0,,
2,0000016868,CANADIAN NATIONAL RAILWAY CO,CNI,NYSE,4011,"Quebec, Canada",40-F; 6-K,1,0,EFFECT(1),2026-05-04,unscored,universe_never_filer,,0,,
2,0001017413,CANADIAN NATURAL RESOURCES Ltd,CNQ,NYSE,1311,"Alberta, Canada",40-F; 6-K,1,0,EFFECT(1),2025-09-03,unscored,universe_never_filer,,0,,
2,0000913353,Colliers International Group Inc.,CIGI,Nasdaq,6500,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2026-04-02,unscored,universe_never_filer,,0,,
2,0001832928,Cresco Labs Inc.,CRLBF,OTC,2833,IL,40-F; 6-K,1,0,EFFECT(1),2025-12-11,unscored,universe_never_filer,,0,,
2,0001756770,"Curaleaf Holdings, Inc.",CURLF,OTC,2833,NY,40-F; 6-K,1,0,EFFECT(1),2025-02-10,unscored,universe_never_filer,,0,,
2,0001833141,CYBIN INC.,HELP,Nasdaq,2834,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-01-14,unscored,universe_never_filer,,0,,
2,0001023512,DRDGOLD LTD,DRD,NYSE,1040,,20-F; 6-K,1,0,EFFECT(1),2025-05-28,unscored,universe_never_filer,,0,,
2,0000918608,ELDORADO GOLD CORP /FI,EGO,NYSE,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-06-30,unscored,universe_never_filer,,0,,
2,0002086771,Elemental Royalty Corp,ELE,Nasdaq,1040,CO,40-F; 6-K,1,0,EFFECT(1),2025-11-24,unscored,universe_never_filer,,0,,
2,0001308648,FIRST MAJESTIC SILVER CORP,AG,NYSE,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-09-29,unscored,universe_never_filer,,0,,
2,0001641229,First Mining Gold Corp.,FFMGF,OTC,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2026-02-24,unscored,universe_never_filer,,0,,
2,0001377757,Galiano Gold Inc.,GAU,NYSE,1400,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-07-10,unscored,universe_never_filer,,0,,
2,0001434265,GENMAB A/S,GMAB,Nasdaq,2834,Denmark,20-F; 6-K,1,0,EFFECT(1),2025-07-15,unscored,universe_never_filer,,0,,
2,0001538847,GoldMining Inc.,GLDG,NYSE,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-12-08,unscored,universe_never_filer,,0,,
2,0001847409,High Tide Inc.,HITI,Nasdaq,5990,"Alberta, Canada",40-F; 6-K,1,0,EFFECT(1),2025-08-13,unscored,universe_never_filer,,0,,
2,0001477081,Kolibri Global Energy Inc.,KGEI,Nasdaq,1311,CA,40-F; 6-K,1,0,EFFECT(1),2025-07-11,unscored,universe_never_filer,,0,,
2,0001945711,Lavoro Ltd,LVROF; LVRWF,OTC,5900,Cayman Islands,20-F; 6-K,1,0,EFFECT(1),2026-02-26,unscored,universe_never_filer,,0,,
2,0001086888,MANULIFE FINANCIAL CORP,MFC,NYSE,6311,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-09-29,unscored,universe_never_filer,,0,,
2,0001823255,MAYFAIR GOLD CORP.,MINE,NYSE,1000,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2026-06-01,unscored,universe_never_filer,,0,,
2,0001164771,NORTHERN DYNASTY MINERALS LTD,NAK,NYSE,1040,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-07-07,unscored,universe_never_filer,,0,,
2,0001627272,OR Royalties Inc.,OR,NYSE,1040,"Quebec, Canada",40-F; 6-K,1,0,EFFECT(1),2025-08-14,unscored,universe_never_filer,,0,,
2,0002011053,POWERBANK Corp,PBK,Nasdaq,1700,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-05-09,unscored,universe_never_filer,,0,,
2,0001116578,PRUDENTIAL PLC,PUK,NYSE,6311,United Kingdom,20-F; 6-K,1,0,EFFECT(1),2025-03-17,unscored,universe_never_filer,,0,,
2,0000733099,ROGERS COMMUNICATIONS INC,RCI,NYSE,4841,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2026-03-18,unscored,universe_never_filer,,0,,
2,0001846839,SOL Strategies Inc.,STKE,Nasdaq,6199,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-12-01,unscored,universe_never_filer,,0,,
2,0001173643,TRX GOLD Corp,TRX,NYSE,1040,"Ontario, Canada",40-F; 6-K,1,0,EFFECT(1),2025-01-21,unscored,universe_never_filer,,0,,
2,0001711570,Uranium Royalty Corp.,UROY,Nasdaq,6221,"British Columbia, Canada",40-F; 6-K,1,0,EFFECT(1),2025-08-07,unscored,universe_never_filer,,0,,
2,0001907909,VOX ROYALTY CORP.,VOXR,Nasdaq,1040,CO,40-F; 6-K,1,0,EFFECT(1),2025-02-14,unscored,universe_never_filer,,0,,
1,0000825171,37 CAPITAL INC,HHHEF,OTC,1000,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001979484,Above Food Ingredients Inc.,ABVE; ABVEF; ABVEW,Nasdaq; OTC,2000,"Alberta, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001830749,Achilles Therapeutics plc,,,2836,United Kingdom,6-K,1,0,EFFECT(1),2025-03-11,unscored,universe_never_filer,,0,,
1,0001863934,ADURO CLEAN TECHNOLOGIES INC.,ADUR,Nasdaq,2800,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001757143,Aesthetic Medical International Holdings Group Ltd,PAIYY,OTC,8093,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000002809,AGNICO EAGLE MINES LTD,AEM,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001167379,ALCON INC,ALC,NYSE,3851,TX,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001860805,Algoma Steel Group Inc.,ASTL; ASTLW,Nasdaq,3312,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001174169,ALGONQUIN POWER & UTILITIES CORP.,AQN; AQNB,NYSE,4911,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001734520,Alithya Group inc,ALYAF,OTC,7370,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001993344,Allied Gold Corp,AAUC,NYSE,,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001015647,ALMADEN MINERALS LTD,AAUAF,OTC,1000,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001601936,Altamira Therapeutics Ltd.,CYTOF,OTC,2834,Bermuda,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001175596,AMARC RESOURCES LTD,AXREF,OTC,1040,,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000925261,ANDINA BOTTLING CO INC,AKO-A; AKO-B; AKO.B,NYSE,2086,Chile,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001519469,ANFIELD ENERGY INC.,AEC,Nasdaq,1000,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001668717,Anheuser-Busch InBev SA/NV,BUD,NYSE,2082,Belgium,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001697862,ARGENX SE,ARGX,Nasdaq,2836,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001964504,Aris Mining Corp,ARIS,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000937966,ASML HOLDING NV,ASML; ASMLF,Nasdaq; OTC,3559,Netherlands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001394832,ATS Corp /ATS,ATS,NYSE,3569,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001683541,AURORA CANNABIS INC,ACB,Nasdaq,2833,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001355736,Avricore Health Inc.,AVCRF,OTC,2834,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001445467,AVRUPA MINERALS LTD.,AVPMF,OTC,1090,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001826836,Aya Gold & Silver Inc.,AYA,Nasdaq,1040,Canada (Federal Level),6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001847462,Ayr Wellness Inc.,AYRWF,OTC,2833,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001429937,B2GOLD CORP,BTG,NYSE,1040,"British Columbia, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001381074,Baijiayun Group Ltd,RTCJF,OTC,7372,China,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001161125,BANK OF CHILE,BCH,NYSE,6029,Chile,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001279495,BAYTEX ENERGY CORP.,BTE,NYSE,1381,,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001464165,BetterLife Pharma Inc.,BETRF,OTC,2834,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002100457,Bitzero Holdings Inc.,AIBZ,Nasdaq,6199,"Ontario, Canada",6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0002091467,Boyd Group Services Inc.,BGSI,NYSE,7500,"Manitoba, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000313807,BP PLC,BP; BPAQF; BPPFF,NYSE; OTC,2911,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001867834,Bragg Gaming Group Inc.,BRAG,Nasdaq,7377,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001748797,BRP Inc.,DOO,Nasdaq,3790,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001649313,BW LPG Ltd,BWLP,NYSE,4700,Singapore,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000831609,C21 Investments Inc.,CXXIF,OTC,2833,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001978867,Cadeler A/S,CDLR,NYSE,4412,Denmark,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001173382,CAE INC,CAE,NYSE,3690,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001009001,CAMECO CORP,CCJ,NYSE,1090,,40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001690511,Canada Goose Holdings Inc.,GOOS,NYSE,2300,"Ontario, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000868822,Canagold Resources Ltd.,CRCUF,OTC,1040,"British Columbia, Canada",20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001702123,Cardiol Therapeutics Inc.,CRDL,Nasdaq,2836,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001475260,CENOVUS ENERGY INC.,CVE,NYSE,1311,"Alberta, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001854640,Centerra Gold Inc.,CGAU,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001378239,Central North Airport Group,OMAB,Nasdaq,4581,NY,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001061574,CGI INC,GIB,NYSE,8742,"Quebec, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0000909037,CHEMICAL & MINING CO OF CHILE INC,SQM,NYSE,1400,Chile,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001145898,CHINESEWORLDNET COM INC,CWNOF,None,7389,Cayman Islands,20-F,0,0,,,unscored,universe_never_filer,,0,,
1,0001123134,CHIPMOS TECHNOLOGIES INC,IMOS,Nasdaq,3674,Taiwan,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001650107,COCA-COLA EUROPACIFIC PARTNERS plc,CCEP,Nasdaq,2086,United Kingdom,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001824814,Cognyte Software Ltd.,CGNT,Nasdaq,7372,Israel,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001953575,Collective Mining Ltd.,CNL,NYSE,1040,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001168981,CordovaCann Corp.,LVRLF,OTC,7900,"Ontario, Canada",20-F,0,0,,,unscored,universe_never_filer,,0,,
1,0001477641,DAQO NEW ENERGY CORP.,DQ,NYSE,3674,Cayman Islands,20-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001888274,"Defi Technologies, Inc.",DEFT,Nasdaq,6199,Canada (Federal Level),40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001063259,DENISON MINES CORP.,DNN,NYSE,1090,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
1,0001050140,DESCARTES SYSTEMS GROUP INC,DSGX,Nasdaq,7372,"Ontario, Canada",40-F; 6-K,0,0,,,unscored,universe_never_filer,,0,,
