award_id,generated_award_id,modification,action_date,transaction_amount,recipient_name,recipient_uei,award_type,awarding_subagency,naics_code,naics_description,psc_code,psc_description,description
HSCEDM08J00019,CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012,P00001,2007-10-01,2301190.8,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,DETENTION SERVICES
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,0,2007-10-01,4599276.7,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCECR08P00002,CONT_AWD_HSCECR08P00002_7012_-NONE-_-NONE-,P00001,2007-11-07,0.0,"CORNELL COMPANIES, INC.",TLDCDE29G781,PO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,X151,LEASE-RENT OF AMMUNITION FACILITIES,RANGE FACILITIES ARE REQUIRED TO MEET MANDATORY WEAPONS QUALIFICATIONS.  THIS FACILITY IS THE ONLY VENDOR W/IN SERVICING AREA WITH THESE SERVICES AND THEY DO NOT ACCEPT CREDIT CARDS. FY07 DO/PO - HSCEOP07P003438
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,0,2007-11-26,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DELIVERY ORDER,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00001,2007-11-26,1252494.52,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEOP07J00623,CONT_AWD_HSCEOP07J00623_7012_HSACB4C0008_7012,P00001,2007-11-29,0.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,ISAP I TASK ORDER - NY EXPANSION  JUNE 2007 THROUGH JUNE 2008.
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00002,2007-12-17,1256181.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00001,2007-12-27,2250373.44,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEDM08F00007,CONT_AWD_HSCEDM08F00007_7012_HSODT6C0002_7012,0,2008-01-06,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,DETENTION SERVICE
HSCEDM08F00007,CONT_AWD_HSCEDM08F00007_7012_HSODT6C0002_7012,P00001,2008-01-06,31500.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,DETENTION SERVICE
HSCEDM08F00007,CONT_AWD_HSCEDM08F00007_7012_HSODT6C0002_7012,P00002,2008-01-06,-10332.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,DETENTION SPACE FOR DRO DETAINEES
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00003,2008-01-28,1256181.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEOP07J00271,CONT_AWD_HSCEOP07J00271_7012_HSCEOP06D00010_7012,P00004,2008-01-31,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FUNDING ASSOCIATED WITH THE MANAGEMENT & OPERATIONS OF A CONTRACTOR-OWNED/CONTRACTOR-OPERATED DETETION FACILITY FOR FEDERAL DETAINEES
HSCEDM08J00062,CONT_AWD_HSCEDM08J00062_7012_HSCEOP07C00001_7012,0,2008-02-12,37866.6,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"PROVIDE FUNDING TO THE GEO GROUP, INC. FOR PARTICIPATION IN ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES REQUIRED FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS."
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00004,2008-02-25,1256181.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00002,2008-02-25,10067374.8,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00005,2008-03-10,64000.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00019,CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012,P00002,2008-03-13,6883059.7,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,DETENTION SERVICES
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00006,2008-03-18,1256181.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00052,CONT_AWD_HSCEDM08J00052_7012_HSCEOP07C00001_7012,0,2008-03-18,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DELIVERY ORDER,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,PROVIDE FULL FY 08 FUNDING FOR GITMO
HSCEDM08J00052,CONT_AWD_HSCEDM08J00052_7012_HSCEOP07C00001_7012,P00001,2008-03-18,3213672.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,PROVIDE FULL FY 08 FUNDING FOR GITMO
HSCEDM08J00062,CONT_AWD_HSCEDM08J00062_7012_HSCEOP07C00001_7012,P00001,2008-03-18,6225.97,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"PROVIDE FUNDING TO THE GEO GROUP, INC. FOR PARTICIPATION IN ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES REQUIRED FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS."
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,0,2008-04-23,6847249.15,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,P00001,2008-05-22,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEOP05J00133,CONT_AWD_HSCEOP05J00133_7012_HSACD4C0001_7012,P00006,2008-05-27,-251152.58,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,DETENTION FACILITY SERVICES
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00003,2008-05-30,8344830.42,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEOP06J00405,CONT_AWD_HSCEOP06J00405_7012_HSCEAB04C0001_7012,P00001,2008-06-09,-1122990.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,DETENTION SERVICES FOR BROWARD
HSCEOP06J00180,CONT_AWD_HSCEOP06J00180_7012_HSCEAB04C0001_7012,P00001,2008-06-12,-180274.76,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,CONTRACTOR OWNED/CONTRACTOR OPERATED DETENTION FACILITY
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00007,2008-06-17,3768543.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,0,2008-06-19,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCEOP07J00541,CONT_AWD_HSCEOP07J00541_7012_HSACB4C0008_7012,P00001,2008-06-19,0.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,CONTRACT # ACB-4-C-0008 FOR ISAP CONTRACT FOR OPTION YEAR 3 - JUNE 21 2007 THROUGH MAY 14 2008
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00004,2008-08-07,113100.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00009,2008-08-25,1300784.11,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00010,2008-09-03,3966444.52,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00005,2008-09-03,6824424.72,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEOP07J00623,CONT_AWD_HSCEOP07J00623_7012_HSACB4C0008_7012,P00002,2008-09-03,0.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,ISAP I TASK ORDER - NY EXPANSION JUNE 2007 THROUGH JUNE 2008.
HSCEOP06J00469,CONT_AWD_HSCEOP06J00469_7012_HSACD4C0001_7012,P00001,2008-09-04,-58637.91,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,AD21,SERVICES (BASIC),TASK ORDER
HSCECR08J00052,CONT_AWD_HSCECR08J00052_7012_HSACB4C0008_7012,0,2008-09-05,6000000.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,INTENSIVE SUPERVISION APPEARANCE PROGRAM
HSCECR08J00052,CONT_AWD_HSCECR08J00052_7012_HSACB4C0008_7012,P00001,2008-09-10,4200000.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,INTENSIVE SUPERVISION APPEARANCE PROGRAM
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,P00002,2008-09-13,9158591.68,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEDM09F00004,CONT_AWD_HSCEDM09F00004_7012_HSCEOP07C00001_7012,0,2008-09-16,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"PROVIDE FY 2009 SUBJECT TO THE AVAILABILITY OF FUNDS FOR THE GEO GROUP, INC. TO MANAGE/OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001 AND TASK ORDER HSCEDM-08-J-00052."
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00011,2008-09-17,1037106.24,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCEDM09F00005,CONT_AWD_HSCEDM09F00005_7012_HSCEOP06D00010_7012,0,2008-09-17,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FUNDING AS PRESCRIBED ON TERMS OF CDF CONTRACT #HSCEOP-06-D-00010. EXISTING DETENTION SPACE IS NEEDED TO HOUSE KNOWN ALIEN FELONS FOR REMOVAL PROCEEDINGS.
HSCEDM08J00055,CONT_AWD_HSCEDM08J00055_7012_HSACD4C0001_7012,P00006,2008-09-19,5645956.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ADULT GUARANTEED HOUSING OF DETAINEES FOR THE PREIOD OF 10/01/07-11/16/07.  REQUISITION INQURIES TO AFODM, MARCOS REYNA AT 210-967-7002"
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,P00003,2008-09-20,107000.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEDM08J00046,CONT_AWD_HSCEDM08J00046_7012_HSCEOP06D00010_7012,P00008,2008-09-23,106755.25,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FY 08 GUARD AND TRANSPORTATION SERVICES
HSCECR09P00021,CONT_AWD_HSCECR09P00021_7012_-NONE-_-NONE-,0,2008-09-27,0.0,"CORNELL COMPANIES, INC.",TLDCDE29G781,PO,U.S. Immigration and Customs Enforcement,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,X291,LEASE-RENT OF RECREA NON-BLDG STRUC,FIRING RANGE FACILITIES LEASE TO MEET MANDATORY WEAPONS QUALIFICATIONS.
HSCEDM09J00014,CONT_AWD_HSCEDM09J00014_7012_HSCEOP07C00001_7012,0,2008-10-28,53000.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"PROVIDE FUNDING TO THE GEO GROUP INC FOR PARTICIPATION IN THE FY 2009 ""OPERATION BLUE ADVANCE"" AS PART OF MASS MIGRATION TRAINING ACTIVITIES FOR THE DHS NATIONAL INCIDENT RESPONSE UNIT AND OTHER FEDERAL PARTNERS."
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,P00004,2008-11-18,8987233.37,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,P00001,2008-11-18,9527262.75,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCECR09P00021,CONT_AWD_HSCECR09P00021_7012_-NONE-_-NONE-,P00001,2008-11-20,300.0,"CORNELL COMPANIES, INC.",TLDCDE29G781,PO,U.S. Immigration and Customs Enforcement,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,X291,LEASE-RENT OF RECREA NON-BLDG STRUC,LEASE OF FIRING RANGE FACILITIES TO MEET MANDATORY WEAPONS QUALIFICATIONS.
HSCEDM09F00012,CONT_AWD_HSCEDM09F00012_7012_HSODT6C0002_7012,0,2008-12-04,31500.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,DETENTION SERVICES
HSCEDM09F00005,CONT_AWD_HSCEDM09F00005_7012_HSCEOP06D00010_7012,P00001,2008-12-05,3950526.5,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FUNDING AS PRESCRIBED ON TERMS OF CDF CONTRACT #HSCEOP-06-D-00010. EXISTING DETENTION SPACE IS NEEDED TO HOUSE KNOWN ALIEN FELONS FOR REMOVAL PROCEEDINGS.
HSCEOP07J00271,CONT_AWD_HSCEOP07J00271_7012_HSCEOP06D00010_7012,P00005,2008-12-08,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FUNDING ASSOCIATED WITH THE MANAGEMENT & OPERATIONS OF A CONTRACTOR-OWNED/CONTRACTOR-OPERATED DETETION FACILITY FOR FEDERAL DETAINEES
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,P00002,2009-01-22,6062752.15,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,P00003,2009-01-26,0.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCECR08J00052,CONT_AWD_HSCECR08J00052_7012_HSACB4C0008_7012,P00002,2009-02-02,12255032.0,B.I. INCORPORATED,PKK6L9KLMYR5,DO,U.S. Immigration and Customs Enforcement,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,G099,OTHER SOCIAL SERVICES,INTENSIVE SUPERVISION APPEARANCE PROGRAM
HSCEDM09F00005,CONT_AWD_HSCEDM09F00005_7012_HSCEOP06D00010_7012,P00002,2009-02-04,3902351.49,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561210,FACILITIES SUPPORT SERVICES,S206,GUARD SERVICES,FUNDING AS PRESCRIBED ON TERMS OF CDF CONTRACT #HSCEOP-06-D-00010. EXISTING DETENTION SPACE IS NEEDED TO HOUSE KNOWN ALIEN FELONS FOR REMOVAL PROCEEDINGS.
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,P00004,2009-02-05,124200.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCEDM09F00001,CONT_AWD_HSCEDM09F00001_7012_HSACD4C0001_7012,P00005,2009-02-09,4335576.7,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"ESTIMATED COST OF CONTRACT DETENTION FACILITY FOR ""GUARANTEED AND OVERAGES"" FOR DETAINEES FOR THE PERIOD OF 10/01/08-09/30/09.  INQUIRIES TO AFOD MARCOS REYNA, 210-967-7002."
HSCEDM09J00029,CONT_AWD_HSCEDM09J00029_7012_HSCEOP07C00001_7012,0,2009-02-13,1655040.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"PROVIDE FY 2009 FUNIDNG TO THE GEO GROUP, INC. TO MANGE.OPERATE THE MIGRANT OPERATIONS CENTER IN GUANTANAMO BAY, CUBA UNDER OPTION PERIOD II OF CONTRACT HSCEOP-07-C-00001. THE FY 2008 TASK ORDER WAS HSCEDM-08-J-00052."
HSCEDM08J00073,CONT_AWD_HSCEDM08J00073_7012_HSCEAL02C0004_7012,P00005,2009-02-17,3166371.93,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,M199,OPER OF GOVT MISC BLDGS,TASK ORDER FOR FOURTH OPTION YEAR ON CONTRACT ACL2C0004
HSCEDM08J00019,CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012,P00003,2009-02-18,4611040.06,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,DETENTION SERVICES
HSCEDM08J00019,CONT_AWD_HSCEDM08J00019_7012_HSCEAB04C0001_7012,P00004,2009-02-24,2729727.0,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,,,S206,GUARD SERVICES,DETENTION SERVICES
HSCEOP07F00255,CONT_AWD_HSCEOP07F00255_7012_HSODT6C0002_7012,P00002,2009-03-02,-2693.25,"THE GEO GROUP, INC.",JMLKZZ1NL2Z6,DO,U.S. Immigration and Customs Enforcement,561612,SECURITY GUARDS AND PATROL SERVICES,S206,GUARD SERVICES,"DE-OBLIGATION OF EXCESS FUNDS. ($2,693.25)"
