canonical_award_id,piid,parent_idv_piid,recipient_legal_name,recipient_uei,recipient_cage,instrument_type,facility_or_service,awarding_office,period_start,current_end,potential_end,latest_action_date,obligations_highergov,award_amount_usaspending,usa_action_row_count,usa_action_net,current_total_value,potential_total_value,psc_code,psc_description,naics_code,naics_description,extent_competed,offers_received,solicitation_procedures,solicitation_identifier,subcontracting_plan,reported_subaward_count,reported_subaward_amount,coverage_class,description,highergov_url,usaspending_url
GS07F0518N-HSCEMD12F00015,HSCEMD12F00015,GS07F0518N,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2012-02-06,2012-04-07,2012-08-17,2017-05-31,502.44,502.44,5,502.44000000000005,502.44,502.44,6110,Electrical Control Equipment,315999,Other Apparel Accessories And Other Apparel Manufacturing,Full And Open Competition,2,Subject To Multiple Award Fair Opportunity,,,0,,USAspending + HigherGov,"PASSIVE ELECTRONIC MONITORING DEVICES REQUIRED TO SECURE FOREIGN WITNESSES AT FEDERAL TRIAL. POP: FEB 12 TO APR 7, 2012. SELECTED VENDOR OFFERS BEST COST.",https://www.highergov.com/contract/GS07F0518N-HSCEMD12F00015/,https://www.usaspending.gov/award/CONT_AWD_HSCEMD12F00015_7012_GS07F0518N_4730
HSCECR09D00002-HSCECR13J00001,HSCECR13J00001,HSCECR09D00002,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2012-10-23,2013-11-05,2014-09-11,2017-05-31,36663316.84,36663316.84,9,36663316.84,72383441.5,72383441.5,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,3,Negotiated Proposal/Quote,HSCECR09R00004,,0,,USAspending + HigherGov,"ISAP II CONTRACT HSCECR-09-D-0002
OY 3 TASK ORDER HSCECR-13-J-0001
POP: 11/06/2012-11/05/2013",https://www.highergov.com/contract/HSCECR09D00002-HSCECR13J00001/,https://www.usaspending.gov/award/CONT_AWD_HSCECR13J00001_7012_HSCECR09D00002_7012
HSCECR09D00002-HSCECR13J00026,HSCECR13J00026,HSCECR09D00002,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2013-09-20,2014-11-05,2015-09-20,2017-05-31,21323560.42,21323560.42,9,21323560.42,21323560.42,21323560.42,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,3,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,"ISAP II CONTRACT HSCECR-09-D-0002
TASK ORDER HSCECR-13-J-0026
POP: 09/21/2013 - 09/20/2014 
",https://www.highergov.com/contract/HSCECR09D00002-HSCECR13J00026/,https://www.usaspending.gov/award/CONT_AWD_HSCECR13J00026_7012_HSCECR09D00002_7012
HSCECR09D00002-HSCECR14J00001,HSCECR14J00001,HSCECR09D00002,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2014-01-09,2014-11-05,2016-03-09,2017-05-31,29040817.1,29040817.1,7,29040817.1,29040817.1,29040817.1,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,3,Negotiated Proposal/Quote,HSCECR09R00004,,0,,USAspending + HigherGov,"ISAP II CONTRACT HSCECR-09-D-0002
TASK ORDER HSCECR-14-J-00001
",https://www.highergov.com/contract/HSCECR09D00002-HSCECR14J00001/,https://www.usaspending.gov/award/CONT_AWD_HSCECR14J00001_7012_HSCECR09D00002_7012
HSCEDM14D00004-HSCEDM14J00033,HSCEDM14J00033,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2014-09-08,2015-09-07,2015-10-21,2023-03-27,35933182.44,35933182.44,13,35933182.44,35933182.44,35933182.44,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,TO FUND THE ISAP III CONTRACT UNDER BASE YEAR FOR CONTRACT HSCEDM-14-D-00004. BASE PERIOD OF PERFORMANCE IS 09/08/2014 TO 09/07/2015. IN SUPPORT OF THE ATD PROGRAM. '''',https://www.highergov.com/contract/HSCEDM14D00004-HSCEDM14J00033/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00033_7012_HSCEDM14D00004_7012
HSCEDM14D00004-HSCEDM15J00032,HSCEDM15J00032,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2015-08-27,2016-08-31,2016-12-03,2017-06-02,75915605.21,75915605.21,17,75915605.21000001,75915605.21,75915605.21,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,4,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,IGF::CT::IGF ISAP III CONTRACT OPTION YEAR 1 FOR THE ALTERNATIVES TO DETENTION UNIT,https://www.highergov.com/contract/HSCEDM14D00004-HSCEDM15J00032/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00032_7012_HSCEDM14D00004_7012
HSCEDM14D00004-HSCEDM16J00039,HSCEDM16J00039,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2016-09-01,2017-08-31,2017-11-26,2017-10-27,107217703.18,107217703.18,14,107217703.18,107217703.18,107217703.18,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Required (Incentive Not Included),0,,USAspending + HigherGov,IGF::CT::IGF INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.highergov.com/contract/HSCEDM14D00004-HSCEDM16J00039/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00039_7012_HSCEDM14D00004_7012
HSCEDM14D00004-HSCEDM17J00026,HSCEDM17J00026,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2017-09-01,2019-08-31,2019-08-31,2019-10-17,123170951.98,123170951.98,17,123170951.98,123170951.98,123170951.98,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,,0,,USAspending + HigherGov,IGF::CT::IGF INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.highergov.com/contract/HSCEDM14D00004-HSCEDM17J00026/,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00026_7012_HSCEDM14D00004_7012
HSCEDM14D00004-70CDCR18FR0000118,70CDCR18FR0000118,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2018-08-13,2019-08-31,2019-08-31,2019-10-23,162229226.05,162229226.05,14,162229226.05,162229226.05,162229226.05,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Required (Incentive Not Included),0,,USAspending + HigherGov,ISAP III ALTERNATIVES TO DETENTION TASK ORDER,https://www.highergov.com/contract/HSCEDM14D00004-70CDCR18FR0000118/,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000118_7012_HSCEDM14D00004_7012
HSCEDM14D00004-70CDCR19FR0000077,70CDCR19FR0000077,HSCEDM14D00004,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2019-08-28,2020-07-31,2020-07-31,2021-08-10,138542822.16,138542822.16,12,138542822.16,138542822.16,138542822.16,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Plan Required (Incentive Not Included),0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.highergov.com/contract/HSCEDM14D00004-70CDCR19FR0000077/,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000077_7012_HSCEDM14D00004_7012
70CDCR20D00000011-70CDCR20FR0000023,70CDCR20FR0000023,70CDCR20D00000011,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2020-03-23,2021-07-31,2021-07-31,2023-01-27,151182337.45,151182337.45,9,151182337.45,151182337.45,151182337.45,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.highergov.com/contract/70CDCR20D00000011-70CDCR20FR0000023/,https://www.usaspending.gov/award/CONT_AWD_70CDCR20FR0000023_7012_70CDCR20D00000011_7012
70CDCR20D00000011-70CDCR21FR0000044,70CDCR21FR0000044,70CDCR20D00000011,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2021-08-01,2022-07-31,2025-07-31,2023-05-05,300396838.93,300396838.93,8,300396838.93,300396838.93,300396838.93,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.highergov.com/contract/70CDCR20D00000011-70CDCR21FR0000044/,https://www.usaspending.gov/award/CONT_AWD_70CDCR21FR0000044_7012_70CDCR20D00000011_7012
70CDCR20D00000011-70CDCR22FR0000034,70CDCR22FR0000034,70CDCR20D00000011,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2022-08-01,2023-07-31,2023-07-31,2024-03-26,440305597.58,440305597.58,15,440305597.58,440305597.58,440305597.58,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,,Individual Subcontract Plan,0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.highergov.com/contract/70CDCR20D00000011-70CDCR22FR0000034/,https://www.usaspending.gov/award/CONT_AWD_70CDCR22FR0000034_7012_70CDCR20D00000011_7012
70CDCR20D00000011-70CDCR23FR0000042,70CDCR23FR0000042,70CDCR20D00000011,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2023-08-01,2024-07-31,2024-07-31,2025-01-28,286112087.46,286112087.46,11,286112087.46,286112087.46,286112087.46,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,70CDCR19R00000002,Individual Subcontract Plan,0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.highergov.com/contract/70CDCR20D00000011-70CDCR23FR0000042/,https://www.usaspending.gov/award/CONT_AWD_70CDCR23FR0000042_7012_70CDCR20D00000011_7012
70CDCR20D00000011-70CDCR24FR0000049,70CDCR24FR0000049,70CDCR20D00000011,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2024-08-01,2025-09-30,2025-09-30,2025-09-26,270648323.5,270648323.5,11,270648323.5,270648323.5,270648323.5,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,70CDCR19R00000002,Individual Subcontract Plan,0,,USAspending + HigherGov,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.highergov.com/contract/70CDCR20D00000011-70CDCR24FR0000049/,https://www.usaspending.gov/award/CONT_AWD_70CDCR24FR0000049_7012_70CDCR20D00000011_7012
70CDCR25D00000062-70CDCR25FR0000127,70CDCR25FR0000127,70CDCR25D00000062,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,ISAP/electronic monitoring,DETENTION COMPLIANCE AND REMOVALS,2025-09-30,2026-09-29,2026-09-29,2026-01-27,108343853.0,108343853.0,5,108343853.0,108343853.0,108343853.0,R408,Program Management/Support Services,561210,Facilities Support Services,Full And Open Competition,,Negotiated Proposal/Quote,70CDCR25R00000018,Individual Subcontract Plan,0,,USAspending + HigherGov,"THIS TASK ORDER FACILITATES THE INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP) V. ISAP PROVIDES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) WITH A COST-EFFECTIVE ALTERNATIVE TO DETENTION, UTILIZING TECHNOLOGY AND CASE MANAGEMENT.",https://www.highergov.com/contract/70CDCR25D00000062-70CDCR25FR0000127/,https://www.usaspending.gov/award/CONT_AWD_70CDCR25FR0000127_7012_70CDCR25D00000062_7012
70CDCR26D00000005-70CDCR26FR0000021,70CDCR26FR0000021,70CDCR26D00000005,B.I. INCORPORATED,PKK6L9KLMYR5,3CUH9,Delivery Order,Transportation/removal services,DETENTION COMPLIANCE AND REMOVALS,2025-12-16,2026-05-14,2026-11-27,2026-03-11,1624500.0,1624500.0,2,1624500.0,1624500.0,1624500.0,R799,Other Management Support Services,561611,Investigation and Personal Background Check Services ,Full And Open Competition,1,Subject To Multiple Award Fair Opportunity,,Commercial Subcontract Plan,0,,USAspending + HigherGov,THE PURPOSE OF THIS TASK ORDER IS TO OBTAIN SKIP TRACING SERVICES FOR ENFORCEMENT AND REMOVAL OPERATIONS (ERO).,https://www.highergov.com/contract/70CDCR26D00000005-70CDCR26FR0000021/,https://www.usaspending.gov/award/CONT_AWD_70CDCR26FR0000021_7012_70CDCR26D00000005_7012
HSCEOP06P00057,HSCEOP06P00057,,"CORNELL COMPANIES, INC.",TLDCDE29G781,3MTH6,Purchase Order,Other ICE service — unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2005-08-19,2006-09-30,2006-09-30,2017-05-31,300.0,300.0,1,0,300.0,300.0,6920,Armament Training Devices,,,Full And Open Competition,1,Simplified Acquisition,,,0,,USAspending + HigherGov,RANGE FACILITIES ARE REQUIRD FOR MANDATORY QUARTERLY WEAPONS QUALIFICATIONS. VENDOR IS ONLY LOCATION W/IN REASONABLE DISTANCE OF BIG SPRING IRP. VENDOR DOES NOT HAVE ABILITIES TO ACCEPT CREDIT CARDS.SUBJECT TO AVAILABILITY OF FY06 FUNDS (CLE),https://www.highergov.com/contract/HSCEOP06P00057/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP06P00057_7012_-NONE-_-NONE-
HSCEOP07P00348,HSCEOP07P00348,,"CORNELL COMPANIES, INC.",TLDCDE29G781,3MTH6,Purchase Order,Other ICE service — unresolved from description,INVESTIGATIONS AND OPERATIONS SUPPORT DALLAS,2006-10-01,2007-09-30,2017-05-31,2017-05-31,300.0,300.0,1,0,300.0,300.0,X299,Lease/Rental of Other Non-Building Facilities,,,Not Competed,0,Simplified Acquisition,,,0,,USAspending + HigherGov,,https://www.highergov.com/contract/HSCEOP07P00348/,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07P00348_7012_-NONE-_-NONE-
