acquisition_layer,competition_denominator,record_id,piid,parent_idv_piid,is_order_or_call,recipient_legal_name,recipient_uei,instrument_type,facility_or_service,award_obligations_usaspending,linked_order_obligations_highergov,potential_total_value,period_start,potential_end,extent_competed,solicitation_procedures,offers_received,solicitation_identifier,set_aside,fair_opportunity_limitation,other_than_full_and_open_reason,multiple_or_single_award,competition_bucket,reported_subaward_count,reported_subaward_amount,description,source_url,source_coverage,parent_vehicle_extent_competed,parent_vehicle_solicitation_procedures,parent_vehicle_offers_received,parent_vehicle_solicitation_identifier,parent_vehicle_competition_bucket,parent_vehicle_source_url
prime_award,yes,HSCECR09D00002-HSCECR13J00026,HSCECR13J00026,HSCECR09D00002,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,21323560.42,,21323560.42,2013-09-20,2015-09-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,"ISAP II CONTRACT HSCECR-09-D-0002
TASK ORDER HSCECR-13-J-0026
POP: 09/21/2013 - 09/20/2014 
",https://www.usaspending.gov/award/CONT_AWD_HSCECR13J00026_7012_HSCECR09D00002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCECR09R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCECR09D00002/
prime_award,yes,HSCECR09D00002-HSCECR14J00001,HSCECR14J00001,HSCECR09D00002,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,29040817.10,,29040817.10,2014-01-09,2016-03-09,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,3,HSCECR-09-R-00004,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,"ISAP II CONTRACT HSCECR-09-D-0002
TASK ORDER HSCECR-14-J-00001
",https://www.usaspending.gov/award/CONT_AWD_HSCECR14J00001_7012_HSCECR09D00002_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,3,HSCECR09R00004,full_open_multiple_offers,https://www.highergov.com/idv/HSCECR09D00002/
prime_award,yes,HSCEDM14D00004-HSCEDM14J00033,HSCEDM14J00033,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,35933182.44,,35933182.44,2014-09-08,2015-10-21,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,TO FUND THE ISAP III CONTRACT UNDER BASE YEAR FOR CONTRACT HSCEDM-14-D-00004. BASE PERIOD OF PERFORMANCE IS 09/08/2014 TO 09/07/2015. IN SUPPORT OF THE ATD PROGRAM. '''',https://www.usaspending.gov/award/CONT_AWD_HSCEDM14J00033_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,HSCEDM14D00004-HSCEDM15J00032,HSCEDM15J00032,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,75915605.21,,75915605.21,2015-08-27,2016-12-03,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,4,,NO SET ASIDE USED.,,,SINGLE AWARD,full_open_multiple_offers,0,,IGF::CT::IGF ISAP III CONTRACT OPTION YEAR 1 FOR THE ALTERNATIVES TO DETENTION UNIT,https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00032_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,HSCEDM14D00004-HSCEDM16J00039,HSCEDM16J00039,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,107217703.18,,107217703.18,2016-09-01,2017-11-26,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00039_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,HSCEDM14D00004-HSCEDM17J00026,HSCEDM17J00026,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,123170951.98,,123170951.98,2017-09-01,2019-08-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17J00026_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,HSCEDM14D00004-70CDCR18FR0000118,70CDCR18FR0000118,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,162229226.05,,162229226.05,2018-08-13,2019-08-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,ISAP III ALTERNATIVES TO DETENTION TASK ORDER,https://www.usaspending.gov/award/CONT_AWD_70CDCR18FR0000118_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,HSCEDM14D00004-70CDCR19FR0000077,70CDCR19FR0000077,HSCEDM14D00004,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,138542822.16,,138542822.16,2019-08-28,2020-07-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP III) FOR ALTERNATIVES TO DETENTION,https://www.usaspending.gov/award/CONT_AWD_70CDCR19FR0000077_7012_HSCEDM14D00004_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCECR14R00001,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM14D00004/
prime_award,yes,70CDCR20D00000011-70CDCR20FR0000023,70CDCR20FR0000023,70CDCR20D00000011,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,151182337.45,,151182337.45,2020-03-23,2021-07-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.usaspending.gov/award/CONT_AWD_70CDCR20FR0000023_7012_70CDCR20D00000011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR19R00000002,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR20D00000011/
prime_award,yes,70CDCR20D00000011-70CDCR21FR0000044,70CDCR21FR0000044,70CDCR20D00000011,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,300396838.93,,300396838.93,2021-08-01,2025-07-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.usaspending.gov/award/CONT_AWD_70CDCR21FR0000044_7012_70CDCR20D00000011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR19R00000002,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR20D00000011/
prime_award,yes,70CDCR20D00000011-70CDCR22FR0000034,70CDCR22FR0000034,70CDCR20D00000011,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,440305597.58,,440305597.58,2022-08-01,2023-07-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.usaspending.gov/award/CONT_AWD_70CDCR22FR0000034_7012_70CDCR20D00000011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR19R00000002,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR20D00000011/
prime_award,yes,70CDCR20D00000011-70CDCR23FR0000042,70CDCR23FR0000042,70CDCR20D00000011,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,286112087.46,,286112087.46,2023-08-01,2024-07-31,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,70CDCR19R00000002,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.usaspending.gov/award/CONT_AWD_70CDCR23FR0000042_7012_70CDCR20D00000011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR19R00000002,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR20D00000011/
prime_award,yes,70CDCR20D00000011-70CDCR24FR0000049,70CDCR24FR0000049,70CDCR20D00000011,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,270648323.50,,270648323.50,2024-08-01,2025-09-30,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,70CDCR19R00000002,,,,SINGLE AWARD,full_open_offer_count_missing,0,,INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP IV),https://www.usaspending.gov/award/CONT_AWD_70CDCR24FR0000049_7012_70CDCR20D00000011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR19R00000002,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR20D00000011/
prime_award,yes,70CDCR25D00000062-70CDCR25FR0000127,70CDCR25FR0000127,70CDCR25D00000062,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,ISAP/electronic monitoring,108343853.00,,108343853.00,2025-09-30,2026-09-29,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,70CDCR25R00000018,,,,SINGLE AWARD,full_open_offer_count_missing,0,,"THIS TASK ORDER FACILITATES THE INTENSIVE SUPERVISION APPEARANCE PROGRAM (ISAP) V. ISAP PROVIDES ENFORCEMENT AND REMOVAL OPERATIONS (ERO) WITH A COST-EFFECTIVE ALTERNATIVE TO DETENTION, UTILIZING TECHNOLOGY AND CASE MANAGEMENT.",https://www.usaspending.gov/award/CONT_AWD_70CDCR25FR0000127_7012_70CDCR25D00000062_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,2,70CDCR25R00000018,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR25D00000062/
prime_award,yes,70CDCR26D00000005-70CDCR26FR0000021,70CDCR26FR0000021,70CDCR26D00000005,yes,B.I. INCORPORATED,PKK6L9KLMYR5,Delivery Order,Transportation/removal services,1624500.00,,1624500.00,2025-12-16,2026-11-27,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,1,,,FAIR OPPORTUNITY GIVEN,,MULTIPLE AWARD,full_open_one_offer,0,,THE PURPOSE OF THIS TASK ORDER IS TO OBTAIN SKIP TRACING SERVICES FOR ENFORCEMENT AND REMOVAL OPERATIONS (ERO).,https://www.usaspending.gov/award/CONT_AWD_70CDCR26FR0000021_7012_70CDCR26D00000005_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,51,26SOLDCR01,full_open_multiple_offers,https://www.highergov.com/idv/70CDCR26D00000005/
prime_award,yes,HSCEOP06P00057,HSCEOP06P00057,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,300.00,,300.00,2005-08-19,2006-09-30,FULL AND OPEN COMPETITION,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,,full_open_one_offer,0,,RANGE FACILITIES ARE REQUIRD FOR MANDATORY QUARTERLY WEAPONS QUALIFICATIONS. VENDOR IS ONLY LOCATION W/IN REASONABLE DISTANCE OF BIG SPRING IRP. VENDOR DOES NOT HAVE ABILITIES TO ACCEPT CREDIT CARDS.SUBJECT TO AVAILABILITY OF FY06 FUNDS (CLE),https://www.usaspending.gov/award/CONT_AWD_HSCEOP06P00057_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEOP07P00348,HSCEOP07P00348,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,300.00,,300.00,2006-10-01,2017-05-31,NOT COMPETED,SIMPLIFIED ACQUISITION,0,,NO SET ASIDE USED.,,MICRO PURCHASE THRESHOLD,,sole_source_or_not_competed,0,,,https://www.usaspending.gov/award/CONT_AWD_HSCEOP07P00348_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCECR08P00002,HSCECR08P00002,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,0.00,,0.00,2007-09-20,,NOT COMPETED,ONLY ONE SOURCE,0,,NO SET ASIDE USED.,NAN,MICRO PURCHASE THRESHOLD,,sole_source_or_not_competed,0,,"RANGE FACILITIES ARE REQUIRED TO MEET MANDATORY WEAPONS QUALIFICATIONS. THIS FACILITY IS THE ONLY VENDOR W/IN SERVICING AREA WITH THESE SERVICES AND THEY DO NOT ACCEPT CREDIT CARDS.
FY07 DO/PO - HSCEOP07P003438",https://www.usaspending.gov/award/CONT_AWD_HSCECR08P00002_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCECR09P00021,HSCECR09P00021,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,300.00,,300.00,2008-09-27,2009-08-31,NOT COMPETED,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,ONLY ONE SOURCE - OTHER,,sole_source_or_not_competed,0,,FIRING RANGE FACILITIES LEASE TO MEET MANDATORY WEAPONS QUALIFICATIONS.,https://www.usaspending.gov/award/CONT_AWD_HSCECR09P00021_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCECR09P00123,HSCECR09P00123,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,300.00,,300.00,2009-08-25,2010-08-31,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,HSCECR-09-Q-00104,NO SET ASIDE USED.,,MICRO PURCHASE THRESHOLD,,sole_source_or_not_competed,0,,FIRING RANGE USAGE,https://www.usaspending.gov/award/CONT_AWD_HSCECR09P00123_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM10P00106,HSCEDM10P00106,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Detention services — facility unresolved from description,540.54,,540.54,2010-02-26,2010-03-23,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,1,,NO SET ASIDE USED.,,,,full_open_one_offer,0,,"PROVIDE FUNDS FOR HOUSING OF DETAINEES FROM BIG SPRING, TX DUE TO INCLEMENT WEATHER",https://www.usaspending.gov/award/CONT_AWD_HSCEDM10P00106_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM11P00068,HSCEDM11P00068,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,503.82,,503.82,2011-02-02,2011-02-03,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,,simplified_acquisition_one_offer,0,,FUNDING FOR EMERGENCY SITUATION DUE TO INCLEMENT WEATHER,https://www.usaspending.gov/award/CONT_AWD_HSCEDM11P00068_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM14P00005,HSCEDM14P00005,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,West Texas detention services,8170.71,,8170.71,2013-11-25,2014-01-15,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,URGENCY,,sole_source_or_not_competed,0,,"USE FACILITIES DUE TO POSSIBLE BAD WEATHER AND SHUTDOWN OF OFFICES IF ICE DOES HIT THE WEST TEXAS AREA AND DFW AREA.
",https://www.usaspending.gov/award/CONT_AWD_HSCEDM14P00005_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM15P00017,HSCEDM15P00017,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,West Texas detention services,18099.47,,18099.47,2014-12-31,2016-04-08,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,URGENCY,,sole_source_or_not_competed,0,,"IGF::CT::IGF
USE FACILITIES DUE TO POSSIBLE BAD WEATHER AND SHUTDOWN OF OFFICES IF ICE DOES HIT THE WEST TEXAS AREA AND DFW AREA.
",https://www.usaspending.gov/award/CONT_AWD_HSCEDM15P00017_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM16P00015,HSCEDM16P00015,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Detention services — facility unresolved from description,0.00,,0.00,2016-01-08,2017-01-27,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,URGENCY,,sole_source_or_not_competed,0,,DETENTION SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16P00015_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM17P00032,HSCEDM17P00032,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Detention services — facility unresolved from description,2499.09,,2499.09,2017-01-27,2017-03-02,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,sole_source_or_not_competed,0,,INCLEMENT WEATHER HOUSING,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17P00032_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,HSCEDM17P00027,HSCEDM17P00027,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,4938.57,,4938.57,2017-02-22,2017-03-31,NOT COMPETED,ONLY ONE SOURCE,1,,NO SET ASIDE USED.,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,sole_source_or_not_competed,0,,INCLEMENT WEATHER FOR GILES W. DALBY CORRECTIONAL FACILITY,https://www.usaspending.gov/award/CONT_AWD_HSCEDM17P00027_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,70CDCR18P00000084,70CDCR18P00000084,,no,"CORNELL COMPANIES, INC.",TLDCDE29G781,Purchase Order,Other ICE service — unresolved from description,0.00,,0.00,2018-02-01,2021-01-29,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,1,,NO SET ASIDE USED.,,,,simplified_acquisition_one_offer,0,,USE OF THIS FACILITY DUE TO POSSIBLE INCLEMENT WEATHER AND HAZARDOUS DRIVING CONDITIONS.,https://www.usaspending.gov/award/CONT_AWD_70CDCR18P00000084_7012_-NONE-_-NONE-,USAspending + HigherGov,,,,,,
prime_award,yes,ACL2C0005-ACL00200304CACL3D0158ACL2C0005,ACL00200304CACL3D0158ACL2C0005,ACL2C0005,yes,CORRECTIONAL SERVICES CORPORATION,LTXHRJ986LF3,Delivery Order,Other ICE service — unresolved from description,4475335.00,,0.00,2003-04-15,2004-01-15,FULL AND OPEN COMPETITION,,1,,,,,SINGLE AWARD,full_open_one_offer,0,,,https://www.usaspending.gov/award/CONT_AWD_ACL00200304CACL3D0158ACL2C0005_7012_ACL2C0005_7012,USAspending + HigherGov,Full And Open Competition,,1,,full_open_one_offer,https://www.highergov.com/idv/ACL2C0005/
prime_award,yes,ACL2C0005-HSACL2C0005HSACL4D0102,HSACL2C0005HSACL4D0102,ACL2C0005,yes,CORRECTIONAL SERVICES CORPORATION,LTXHRJ986LF3,Delivery Order,Other ICE service — unresolved from description,1484465.50,,1484465.50,2004-01-30,2004-10-31,NOT COMPETED,,1,,,ONLY ONE SOURCE - OTHER,ONLY ONE SOURCE - OTHER,SINGLE AWARD,sole_source_or_not_competed,0,,NOT AVAILABLE,https://www.usaspending.gov/award/CONT_AWD_HSACL2C0005HSACL4D0102_7012_ACL2C0005_7012,USAspending + HigherGov,Full And Open Competition,,1,,full_open_one_offer,https://www.highergov.com/idv/ACL2C0005/
prime_award,yes,ACL2C0005-HSACL4D0102,HSACL4D0102,ACL2C0005,yes,CORRECTIONAL SERVICES CORPORATION,LTXHRJ986LF3,Delivery Order,Detention services — facility unresolved from description,0.00,,0.00,2004-02-01,2004-10-31,NOT COMPETED,,1,,,ONLY ONE SOURCE - OTHER,ONLY ONE SOURCE - OTHER,SINGLE AWARD,sole_source_or_not_competed,0,,UNARMED GUARD SERVICES,https://www.usaspending.gov/award/CONT_AWD_HSACL4D0102_7012_ACL2C0005_7012,USAspending + HigherGov,Full And Open Competition,,1,,full_open_one_offer,https://www.highergov.com/idv/ACL2C0005/
prime_award,yes,HSCEDM15D00008-HSCEDM15J00039,HSCEDM15J00039,HSCEDM15D00008,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1869653.14,,1869653.14,2015-09-21,2016-09-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00008,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00039_7012_HSCEDM15D00008_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00008/
prime_award,yes,HSCEDM15D00010-HSCEDM15J00040,HSCEDM15J00040,HSCEDM15D00010,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1704890.26,,1704890.26,2015-09-21,2016-09-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00009,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00040_7012_HSCEDM15D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00009,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00010/
prime_award,yes,HSCEDM15D00011-HSCEDM15J00041,HSCEDM15J00041,HSCEDM15D00011,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1955753.46,,1955753.46,2015-09-21,2016-09-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00010,,,,SINGLE AWARD,full_open_offer_count_missing,0,,TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [NY],https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00041_7012_HSCEDM15D00011_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00010,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00011/
prime_award,yes,HSCEDM15D00012-HSCEDM15J00042,HSCEDM15J00042,HSCEDM15D00012,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1638800.59,,1638800.59,2015-09-21,2016-09-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00011,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00042_7012_HSCEDM15D00012_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00011,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00012/
prime_award,yes,HSCEDM15D00013-HSCEDM15J00043,HSCEDM15J00043,HSCEDM15D00013,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1719893.33,,1719893.33,2015-09-21,2016-09-28,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00012,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [CHI],https://www.usaspending.gov/award/CONT_AWD_HSCEDM15J00043_7012_HSCEDM15D00013_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00012,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00013/
prime_award,yes,HSCEDM15D00008-HSCEDM16J00044,HSCEDM16J00044,HSCEDM15D00008,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,1911358.29,,1911358.29,2016-09-16,2021-03-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,HSCEDM-15-R-00008,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00044_7012_HSCEDM15D00008_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00008,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00008/
prime_award,yes,HSCEDM15D00010-HSCEDM16J00046,HSCEDM16J00046,HSCEDM15D00010,yes,"GEO CARE SERVICES, LLC",G6XJKMJUNB91,Delivery Order,Other ICE service — unresolved from description,2147276.63,,2147276.63,2016-09-16,2021-03-20,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,,,,,SINGLE AWARD,full_open_offer_count_missing,0,,IGF::CT::IGF,https://www.usaspending.gov/award/CONT_AWD_HSCEDM16J00046_7012_HSCEDM15D00010_7012,USAspending + HigherGov,Full And Open Competition,Negotiated Proposal/Quote,4,HSCEDM15R00009,full_open_multiple_offers,https://www.highergov.com/idv/HSCEDM15D00010/
