fiscal_year,action_date,piid,parent_idv,modification,facility,facility_class,legal_awardee,recipient_uei,cage_code,awarding_subagency,action_type,obligation_delta,award_total_obligations_snapshot,award_total_outlay_snapshot,base_and_exercised_options_value_snapshot,current_total_value_snapshot,potential_total_value_snapshot,pop_start,pop_current_end,pop_potential_end,pricing,number_of_offers,extent_competed,solicitation_procedures,other_than_full_and_open_basis,undefinitized_action,naics,psc,description,usa_contract_transaction_key
2025,2025-04-23,70CDCR25FR0000011,70CDCR20D00000007,P00002,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,5185309.25,51274206.86,114412050.47,5185309.25,51274206.86,51274206.86,2024-12-20,2025-12-19,2025-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, AND DETAINEE VOLUNTEER WORK PROGRAM AT THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",7012_7012_70CDCR25FR0000011_P00002_70CDCR20D00000007_0
2025,2025-04-29,70CDCR24FR0000037,DJJODT9C0001,P00007,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,2706600.00,17518667.00,19272186.68,2706600.00,17518667.00,17518667.00,2024-07-01,2025-06-30,2025-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR24FR0000037_P00007_DJJODT9C0001_0
2025,2025-04-30,70CDCR24FR0000039,70CDCR20D00000013,P00007,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,3936116.33,22484246.33,24394912.37,3936116.33,22484246.33,22484246.33,2024-08-01,2025-06-30,2025-06-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES FOR ALIEN DETAINEES AT THE T. DON HUTTO DETENTION CENTER. THE CURRENT MODIFICATION OBLIGATE FUNDS TO SUPPORT THE DETENTION AND TRANSPORTATION SERVICES.,7012_7012_70CDCR24FR0000039_P00007_70CDCR20D00000013_0
2025,2025-04-30,70CDCR24FR0000051,70CDCR20D00000014,P00007,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,7547900.00,52894733.00,46379956.65,7547900.00,52894733.00,52894733.00,2024-08-18,2025-06-30,2025-06-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THE PURPOSE OF THIS CONTRACT IS TO PROVIDE DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY (CDF). THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION AND TRANSPORTATION SERVICES.,7012_7012_70CDCR24FR0000051_P00007_70CDCR20D00000014_0
2025,2025-05-06,70CDCR25FR0000041,DJJODT9C0001,0,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,1491900.00,1491900.00,20211562.22,1491900.00,1491900.00,1491900.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A NEW TASK ORDER TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_0_DJJODT9C0001_0
2025,2025-05-08,70CDCR24FR0000039,70CDCR20D00000013,P00008,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,0.00,22484246.33,24394912.37,0.00,22484246.33,22484246.33,2024-08-01,2025-06-30,2025-06-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES FOR ALIEN DETAINEES. THIS MODIFICATION CORRECTS FUNDING ERROR BY MOVING FUNDS INADVERTENTLY OBLIGATED TO A WRONG CLIN TO THE RIGHT CLIN.,7012_7012_70CDCR24FR0000039_P00008_70CDCR20D00000013_0
2025,2025-05-16,70CDCR25FR0000057,70CDCR25D00000041,0,Emergency detention strategic-sourcing minimum,vehicle_minimum,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,250.00,250.00,,250.00,250.00,250.00,2025-05-17,2027-05-16,2027-05-16 00:00:00,FIRM FIXED PRICE,54,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO,561612,S206,THIS IS A TASK ORDER FOR THE MINIMUM OBLIGATION UNDER THE MULTIPLE-AWARD STRATEGIC SOURCING VEHICLE FOR EMERGENCY DETENTION AND RELATED SERVICES FOR ALIENS IN IMMIGRATION AND CUSTOMS ENFORCEMENT CUSTODY IN RESPONSE TO THE BORDER EMERGENCY.,7012_7012_70CDCR25FR0000057_0_70CDCR25D00000041_0
2025,2025-05-29,70CDCR25FR0000039,70CDCR25D00000010,P00001,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,0.00,10000000.00,13660052.71,0.00,10000000.00,10000000.00,2025-04-01,2025-09-30,2025-09-30 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),LETTER CONTRACT,561612,S206,THE PURPOSE OF THIS TASK ORDER IS TO ESTABLISH A DETENTION FACILITY WITHIN THE CALIFORNIA CITY CORRECTIONAL FACILITY IN SUPPORT OF THE PRESIDENT'S DECLARATION OF A NATIONAL EMERGENCY AT THE SOUTHERN BORDER.,7012_7012_70CDCR25FR0000039_P00001_70CDCR25D00000010_0
2025,2025-07-02,70CDCR24FR0000039,70CDCR20D00000013,P00009,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,1915319.00,24399565.33,24394912.37,1915319.00,24399565.33,24399565.33,2024-08-01,2025-07-31,2025-07-31 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES FOR DETAINEES HOUSED AT THE HUTTO DETENTION CENTER. THIS MODIFICATION OBLIGATES FUNDS TO CONTINUE TO PROVIDE DETENTION SERVICES.,7012_7012_70CDCR24FR0000039_P00009_70CDCR20D00000013_0
2025,2025-07-07,70CDCR25FR0000011,70CDCR20D00000007,P00003,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,33985189.14,85259396.00,114412050.47,33985189.14,85259396.00,85259396.00,2024-12-20,2025-12-19,2025-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, AND DETAINEE VOLUNTEER WORK PROGRAM AT THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",7012_7012_70CDCR25FR0000011_P00003_70CDCR20D00000007_0
2025,2025-08-12,70CDCR25FR0000039,70CDCR25D00000010,P00002,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,3500000.00,13500000.00,13660052.71,3500000.00,13500000.00,13500000.00,2025-04-01,2025-08-31,2025-09-11 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),LETTER CONTRACT,561612,S206,THE PURPOSE OF THIS TASK ORDER IS TO ESTABLISH A DETENTION FACILITY WITHIN THE CALIFORNIA CITY CORRECTIONAL FACILITY IN SUPPORT OF THE PRESIDENT'S DECLARATION OF A NATIONAL EMERGENCY AT THE SOUTHERN BORDER.,7012_7012_70CDCR25FR0000039_P00002_70CDCR25D00000010_0
2025,2025-08-14,70CDCR25FR0000090,70CDCR20D00000013,0,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,5008615.00,5008615.00,16664338.63,5008615.00,5008615.00,5008615.00,2025-08-01,2025-09-30,2025-09-30 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION ISSUES A NEW TASK ORDER AND OBLIGATES FUNDS TO THE ORDER FOR THE CONTINUED PROVISION OF DETENTION AND TRANSPORTATION SERVICES,7012_7012_70CDCR25FR0000090_0_70CDCR20D00000013_0
2025,2025-08-19,70CDCR24FR0000037,DJJODT9C0001,P00008,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,1337400.00,18856067.00,19272186.68,1337400.00,18856067.00,18856067.00,2024-07-01,2025-06-30,2025-09-18 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR24FR0000037_P00008_DJJODT9C0001_0
2025,2025-09-02,70CDCR24FR0000037,DJJODT9C0001,P00009,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,403454.00,19259521.00,19272186.68,403454.00,19259521.00,19259521.00,2024-07-01,2025-06-30,2025-10-02 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR24FR0000037_P00009_DJJODT9C0001_0
2025,2025-09-11,70CDCR25FR0000041,DJJODT9C0001,P00001,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,2117250.00,8117700.00,20211562.22,2117250.00,8117700.00,8117700.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_P00001_DJJODT9C0001_0
2025,2025-09-19,70CDCR25FR0000041,DJJODT9C0001,P00002,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,4508550.00,8117700.00,20211562.22,4508550.00,8117700.00,8117700.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_P00002_DJJODT9C0001_0
2025,2025-09-19,70CDCR25FR0000090,70CDCR20D00000013,P00001,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,341555.40,5350170.40,16664338.63,341555.40,5350170.40,5350170.40,2025-08-01,2025-09-30,2025-12-14 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION ADDS 38 TEMPORARY EMERGENCY BED SPACES FOR 90 DAYS AND OBLIGATES FUNDS TO SUPPORT THE ADDITION.,7012_7012_70CDCR25FR0000090_P00001_70CDCR20D00000013_0
2025,2025-09-23,70CDCR25FR0000095,70CDCR20D00000014,0,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,7214900.00,7214900.00,17942948.29,7214900.00,7214900.00,7214900.00,2025-08-18,2025-10-17,2025-10-23 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION AND TRANSPORTATION SERVICES AND EXTEND THE PERIOD OF PERFORMANCE TO MATCH FUNDING.,7012_7012_70CDCR25FR0000095_0_70CDCR20D00000014_0
2025,2025-09-25,70CDCR24FR0000051,70CDCR20D00000014,P00008,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,6441900.00,52894733.00,46379956.65,6441900.00,52894733.00,52894733.00,2024-08-18,2025-08-17,2025-08-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION AND TRANSPORTATION SERVICES AND EXTEND THE PERIOD OF PERFORMANCE TO MATCH FUNDING.,7012_7012_70CDCR24FR0000051_P00008_70CDCR20D00000014_0
2025,2025-09-25,70CDCR25FR0000095,70CDCR20D00000014,P00001,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,4133300.00,11348200.00,17942948.29,4133300.00,11348200.00,11348200.00,2025-08-18,2025-11-17,2025-11-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION AND TRANSPORTATION SERVICES AND EXTEND THE PERIOD OF PERFORMANCE TO MATCH FUNDING.,7012_7012_70CDCR25FR0000095_P00001_70CDCR20D00000014_0
2025,2025-09-26,70CDCR25FR0000123,70CDCR25D00000008,0,Midwest Regional Reception Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,15582600.00,15582600.00,10331564.14,15582600.00,15582600.00,15582600.00,2025-09-26,2026-12-25,2026-12-25 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS TASK ORDER IS FOR HOUSING, TRANSPORTATION AND MEDICAL FOR ICE ALIENS AT THE MIDWEST DETENTION CENTER IN LEAVENWORTH, KS.",7012_7012_70CDCR25FR0000123_0_70CDCR25D00000008_0
2025,2025-09-27,70CDCR25FR0000122,70CDCR25D00000010,0,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,,13226495.40,13226495.40,34814800.92,13226495.40,13226495.40,13226495.40,2025-09-01,2025-11-14,2025-11-14 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS TASK ORDER IS FOR COMPREHENSIVE DETENTION AND TRANSPORTATION SERVICES FOR HOUSING CRIMINAL ALIENS AT CALIFORNIA CITY DETENTION CENTER IN CALIFORNIA CITY, CA.",7012_7012_70CDCR25FR0000122_0_70CDCR25D00000010_0
2025,2025-09-28,70CDCR25FR0000090,70CDCR20D00000013,P00002,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,2042800.00,7392970.40,16664338.63,2042800.00,7392970.40,7392970.40,2025-08-01,2025-10-31,2025-10-31 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION OBLIGATES FUNDS TO SUPPORT THE SERVICES AT THE CENTER.,7012_7012_70CDCR25FR0000090_P00002_70CDCR20D00000013_0
2025,2025-09-29,70CDCR24FR0000051,70CDCR20D00000014,P00009,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,7352700.00,52894733.00,46379956.65,7352700.00,52894733.00,52894733.00,2024-08-18,2025-08-17,2025-08-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING FOR DETENTION AND TRANSPORTATION SERVICES.,7012_7012_70CDCR24FR0000051_P00009_70CDCR20D00000014_0
2025,2025-09-29,70CDCR25FR0000011,70CDCR20D00000007,P00004,Otay Mesa Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,19707649.29,104967045.29,114412050.47,19707649.29,104967045.29,104967045.29,2024-12-20,2025-12-19,2025-12-19 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,"FUNDING FOR DETENTION SERVICES, TRANSPORTATION MILEAGE, ON-CALL/TRANSPORTATION GUARDS, AND DETAINEE VOLUNTEER WORK PROGRAM AT THE OTAY MESA DETENTION CENTER IN SAN DIEGO, CALIFORNIA",7012_7012_70CDCR25FR0000011_P00004_70CDCR20D00000007_0
2025,2025-09-30,70CDCR25FR0000122,70CDCR25D00000010,P00001,California City Immigration Processing Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,22426186.85,35652682.25,34814800.92,22426186.85,35652682.25,35652682.25,2025-09-01,2025-12-31,2025-12-31 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FUNDING FOR CONTINUATION OF DETENTION AND TRANSPORTATION SERVICES AT THE CALIFORNIA CITY DETENTION CENTER IN CALIFORNIA CITY, CA.",7012_7012_70CDCR25FR0000122_P00001_70CDCR25D00000010_0
2026,2025-11-13,70CDCR25FR0000095,70CDCR20D00000014,P00002,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,0.00,11348200.00,17942948.29,0.00,11348200.00,11348200.00,2025-08-18,2025-11-17,2025-11-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO UPDATE THE COR INFORMATION ON THE ORDER.,7012_7012_70CDCR25FR0000095_P00002_70CDCR20D00000014_0
2026,2025-11-21,70CDCR25FR0000033,70CDCR25D00000008,P00002,Midwest Regional Reception Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,0.00,10208400.00,9057404.67,0.00,10208400.00,10208400.00,2025-03-07,2025-09-25,2025-09-25 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THIS TASK ORDER PROVIDES FUNDING FOR DETENTION SERVICES FOR ICE ALIENS AT THE MIDWEST DETENTION CENTER IN LEAVENWORTH, KS.  THIS MODIFICATION UPDATES THE PERIOD OF PERFORMANCE AND FINALIZES COSTS ASSOCIATED WITH THE UNDEFINITIZED CONTRACT PERIOD.",7012_7012_70CDCR25FR0000033_P00002_70CDCR25D00000008_0
2026,2025-12-22,70CDCR25FR0000123,70CDCR25D00000008,P00001,Midwest Regional Reception Center,new_direct_activation,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,0.00,15582600.00,10331564.14,0.00,15582600.00,15582600.00,2025-09-26,2025-12-25,2025-12-25 00:00:00,FIRM FIXED PRICE,,NOT COMPETED,ONLY ONE SOURCE,URGENCY (FAR 6.302-2),NO,561612,S206,"THE PURPOSE OF THIS TASK ORDER IS FOR HOUSING, TRANSPORTATION AND MEDICAL FOR ICE ALIENS AT THE MIDWEST.  THIS MODIFICATION AUTHORIZES PAYMENT FOR REQUEST FOR EQUITABLE ADJUSTMENT AND AUTHORIZES A PAYMENT METHODOLOGY MOVING FORWARD.",7012_7012_70CDCR25FR0000123_P00001_70CDCR25D00000008_0
2026,2025-12-23,70CDCR25FR0000090,70CDCR20D00000013,P00003,T. Don Hutto Detention Center,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,6376045.00,13769015.40,16664338.63,6376045.00,13769015.40,13769015.40,2025-08-01,2026-01-31,2026-01-31 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS TASK ORDER PROVIDES DETENTION AND TRANSPORTATION SERVICES AT THE T. DON HUTTO DETENTION CENTER. THIS MODIFICATION OBLIGATES FUNDS TO SUPPORT THE SERVICES AT THE CENTER.,7012_7012_70CDCR25FR0000090_P00003_70CDCR20D00000013_0
2026,2026-01-07,70CDCR25FR0000041,DJJODT9C0001,P00003,Central Arizona Florence Correctional Complex,legacy_direct,CORRECTIONS CORPORATION OF AMERICA,HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,FUNDING ONLY ACTION,8657900.00,16775600.00,20211562.22,8657900.00,16775600.00,16775600.00,2025-07-01,2026-06-30,2026-06-30 00:00:00,FIRM FIXED PRICE,,FOLLOW ON TO COMPETED ACTION,NEGOTIATED PROPOSAL/QUOTE,FOLLOW-ON CONTRACT (FAR 6.302-1(A)(2)(II/III)),NO,922190,S206,THIS AGREEMENT PROVIDES DETENTION SERVICES FOR ALIENS HOUSED AT THE CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX. THIS IS A MODIFICATION TO OBLIGATE FUNDS TO SUPPORT THOSE SERVICES AT THE COMPLEX.,7012_1501_70CDCR25FR0000041_P00003_DJJODT9C0001_0
2026,2026-01-22,70CDCR24FR0000051,70CDCR20D00000014,P00010,Houston Contract Detention Facility,legacy_direct,"CORECIVIC, INC.",HJGMJN1JKL46,3HAR6,U.S. Immigration and Customs Enforcement,OTHER ADMINISTRATIVE ACTION,-405840.00,52488893.00,46379956.65,-405840.00,52488893.00,52488893.00,2024-08-18,2025-08-17,2025-08-17 00:00:00,FIRM FIXED PRICE,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,,NO,561612,S206,THIS CONTRACT PROVIDES DETENTION AND TRANSPORTATION SERVICES AT HOUSTON CONTRACT DETENTION FACILITY. THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE UNUSED FUNDS AND CLOSEOUT THE ORDER.,7012_7012_70CDCR24FR0000051_P00010_70CDCR20D00000014_0
